"createdAt","body"
"2022-11-11 04:06:00.367918+00","We'd likely want to use _.isEqual, otherwise this `==` comparison probably won't do what you're expecting."
"2022-11-11 04:08:51.935718+00","```suggestion             globalErrorHandler(new Error('SpanNameSamplerConfig must have a fallback sampler configured')); ```"
"2022-11-11 04:31:29.63732+00","Hmm... I'm confused why `lower_to_upper_distance_map` doesn't look for `'lowertoupperdistancemap'`.  Also, I realize this is still a draft; let me know if you prefer no comments until a pull request is ready for review."
"2022-11-11 04:53:06.623502+00","```suggestion ```"
"2022-11-11 04:53:06.722478+00","```suggestion       resolve(fn %User{id: id}, _args, _resolution -> {:ok, Accounts.developer_lead?(id)} end) ``` Might be a better name to differentiate between developer and client accounts"
"2022-11-11 04:56:43.951236+00","Is it because it currently throws the postgres error using the client id foreign key instead or something?"
"2022-11-11 04:56:44.791876+00","```suggestion     |> change(%{client_id: Clients.get_client_id_for_instance_id(attrs.instance_id)}) ``` I think there's two You can either write a validate_change function instead, and pattern match on the response of get_client_id_for_instance_id, and then call put_error or add_error or something. If you do this, you should remove the foreign key constraint checks on instance and client id as both of those are validated by this validate_change function already  Secondly, you could experiment with the order in which you call the foreign_key_constraint calls for both instance_id and client_id. It might resolve your issue"
"2022-11-11 04:59:42.715587+00","Error is better in this case. I would keep them, as I don't mind seeing all the error messages in the test output myself. As long as I can see the test assertions that failed and their stack traces, I can live with that"
"2022-11-11 04:59:42.795638+00","Are these defaults? If so, I'd add change calls in the Ticket.create_changeset function instead for this, so that everyone who uses create_ticket does not have to remember to do this"
"2022-11-11 05:13:23.488305+00","I currently already started with the CPU and memory ones and enabled them. I am currently debugging those with some stress testing to see if the appsignal implementation works, and then can move to this one"
"2022-11-11 05:24:03.850753+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion             flows.flow_start ``` "
"2022-11-11 05:24:04.54173+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion     /* description is_new_design_prep = DesignPreps are attributed to all internal design attempts until there is a new one. To avoid double counting design prep units, use this flag to filter the count for only the first time the design prep was used */ ``` "
"2022-11-11 05:32:31.001917+00","Nitpick: This can be simplified to:  ```suggestion         const textLocation = annotationType === 'lower'             ? -5 + (xLocation <= textAnnotationHeight ? textAnnotationHeight : 0)             : -5 + (xLocation >= innerWidth - textAnnotationHeight ? 0 : textAnnotationHeight); ```"
"2022-11-11 05:37:58.315466+00","```suggestion 	""ruby"":       ""sourcegraph/scip-ruby"", ```"
"2022-11-11 05:39:24.535447+00","Q: Can we somehow colocate this list with the indexer list (or avoid the duplication)? I spent some time trying to debug why my patterns weren't getting picked up, it was because I didn't realize I needed to update this too."
"2022-11-11 05:40:31.302534+00","reverted!"
"2022-11-11 05:42:17.842483+00","We [do support](https://sourcegraph.com/github.com/sourcegraph/sourcegraph@71cb15117b34d2f6444352e8bf183f642e776ce0/-/blob/internal/search/query/date_format.go?L40-43) dates with timezones, so it's only when the timezone is unspecified do we assume UTC."
"2022-11-11 05:45:22.927461+00","Just add it to the right of the station name for now, similar styling as the station name."
"2022-11-11 05:48:31.101837+00","I will look at this method, but as we have discussed in past feedback, we should try to avoid adding methods/params/code that isn't used yet as it will be difficult to evaluate if it is unused yet. That being said, we can add the image name to the right of the station name for now."
"2022-11-11 06:06:04.587077+00","I'm not sure about everything in this article though. I think the ""Differentiating non-matching clauses"", for example, should result in a credo warning."
"2022-11-11 07:13:43.758964+00","is there any reason why this wasn't done via a fragment? is it because the type is not related to `viewer`? "
"2022-11-11 06:08:04.116007+00","I do not think getting distribution data is necessary for getting the average and standard deviation values for physical measurements. As we discussed offline, I thought it made sense to look at what was going on for future reference, but I believed that we were grabbing the extended stats for the measurement values as part of the initial ES query. In fact, the extended stats are being requested [here](https://github.com/dfxmachina/frontend/blob/master/app/modules/metrics/es-queries.ts#L207-L210) as I included in my suggested es query for the previous PR with the specific intention of having that data already available. All we need to do is select the correct stats to store in the processing and we should have this data already piped in. This will save us from having to do an additional query later.  Please update the PR accordingly as this PR is now reaching outside the scope of the original story (and is in the 500+ line changes)."
"2022-11-11 06:32:24.815392+00","I'd rather not have multiple sources of information, but I think that having metrics coming from only 2 places (not more than that) could be beneficial. We could compare them to identify any inconsistencies in one or the other."
"2022-11-11 06:32:27.278941+00","Do we already have alerts for queues? It would be interesting to know whether they're too long or completely empty"
"2022-11-11 07:37:21.542169+00","You are right. That's something we're trying to resolve in the other comments"
"2022-11-11 05:37:31.975572+00","@efritz is there a better way to do this? The patterns earlier in this function already provide the paths, so this is superfluous. However, supplying `{}` here leads to the recognizer not running at all."
"2022-11-11 06:46:28.246476+00","Looks good to me for only invited users, but the settings for who can post should be ""Entire Organization"" instead of ""anyone"""
"2022-11-11 06:54:39.622479+00","Relying on Typescript project references makes it possible to avoid adding type declarations via the `paths` property as we do in some `tsocnfig.json` files."
"2022-11-11 06:58:36.003495+00","Not same. Mine is plural"
"2022-11-11 07:00:16.630128+00","I'm not done with the code. Put that as a reminder to include a condition"
"2022-11-11 06:59:02.252501+00","`ENVELOPE_DOC_DOWNLOAD` already existed in the codebase I just used it"
"2022-11-11 06:53:03.202492+00","Moved `FetchFileParameters` from the `search-ui` package to the `shared` package:  1. To remove the circular dependency between `search-ui` and `search`. 2. To colocate with the fetch function where this interface is required – `fetchHighlightedFileLineRanges`."
"2022-11-11 07:03:22.762483+00","There are many functions that use lead? instead of developer_lead? And there are no lead? function for the client accounts. I'm therefore tempted to keep lead? for consistency with the current implementation @ishmam-mahmud. "
"2022-11-11 07:02:50.442618+00","@jonathan-yee You are right. We do not need to calculate the distribution data like I did on line 69 - 79 to get the stats. It is only for the distribution chart. I understand I could toggle it.  Though, what I meant to say was that if the histogram data is ready for the distribution chart, the charts can render without any errors and it would be easy to test.  The stats data gets updated in metrics controller by a method `updateMetricsDistributionStats`.  If I recall it right, you mentioned that it would be a good practice for me to get the histogram data so I thought it would be okay but did not realize how big the PR has gotten. 😣  "
"2022-11-11 07:13:43.688429+00","+ are these all instances? or instances that the user is allowed to create a ticket for? "
"2022-11-11 07:13:43.746731+00","i don't realllly get this refactor here"
"2022-11-11 07:39:28.883315+00","We will not be loading control chart data/charts for a while. Let's undo the changes here and leave the method as is. We can't call it if we don't provide the UI for the physical measurement cards."
"2022-11-11 08:55:31.490031+00","I have tested those alerts since in the `engineering-notifications` channels and verified they work. I lowered the thresholds for my testing"
"2022-11-11 07:13:43.836773+00","any reason why we don't be more descriptive to be `instanceId` here? 🤔 "
"2022-11-11 07:10:32.87736+00","@jonathan-yee Since we do not have an official mock-up to confirm where the image name actually should appear, I will add that method separately for a ticket [WEB-2245](https://instrumental-inc.atlassian.net/browse/WEB-2245).  "
"2022-11-11 07:17:47.613616+00","I will implement this in a separate ticket. https://instrumental-inc.atlassian.net/browse/WEB-2245"
"2022-11-11 07:18:29.662633+00","This way, this PR does get another additional 10 lines of code.😅"
"2022-11-11 07:25:42.710144+00","My understanding of why it's required: the `branded` package has `observability-client` file in resolved modules, but because it doesn't rely on Typescript project references in some of the edges leading to `observability-client` modules, they are resolved using this `tsconfig.json`. The resolved modules graph doesn't have type definitions defined in the `observability-client` package `tsconfig.json`, so we need to manually add them here.  Even if we find the resolution path that leads from this package to `observability-client` modules, it won't be possible to use the Typescript project references (that would remove the need to add type-declarations to `paths`) because the `shared` package is part of multiple circular import graphs, which [are not allowed.](https://github.com/microsoft/TypeScript/issues/33685) "
"2022-11-11 07:36:23.946022+00","Hmm, I don't know what this is meant to line up with, but running into a networking error where this isn't being found when trying `src code-intel upload`."
"2022-11-11 07:36:51.217736+00","Auto-fixed by Typescript as a redundant type-casting."
"2022-11-11 07:39:26.311074+00","Let's drop this for now."
"2022-11-11 07:39:24.543281+00","Considering the changes from this line (47) to line 79 are all related to getting histogram data, I would suggest we skip adding this for now and save it for JB's story as I do not believe we need to make these calls yet to get Avg. and Std. Deviation."
"2022-11-11 07:39:26.554457+00","Just a note for future reference considering my suggestion will remove the need for this, but if the block is already wrapped in a single element, we do not then need to include an additional `<>`"
"2022-11-11 07:39:24.582806+00","As we discussed offline, anytime we need to use `_source` I get wary as to why we couldn't just aggregate the data fields as necessary. That being said, I have investigated getting the measurement name when there is no monitor and it will be more unnecessarily time consuming to try and include it here given the state of the rest of this PR. We have upcoming stories where we will get image measurement ids where it will make more sense to do the work for this then. As such, I would remove all parts of this PR that are used to get photo intent id for now."
"2022-11-11 07:39:26.941709+00","Let's drop this for now. We will come back later to handle getting image intent ids/names. It will be simple when there is a monitor, not so much when there isn't a monitor."
"2022-11-11 07:39:24.96982+00","Why not follow suit with what we have been doing in other places? That way we don't have to indent this whole block just to un-indent it later. I.e.  ```ts <div class={`metric-card-actions-dropdown-wrapper ${ isPhysicalData && 'hidden' }`}> ```"
"2022-11-11 07:39:25.339643+00","While we are here, I should also point out that the `exploreUnitsLink` is broken. It does not include an image intent name to auto select to. Considering my suggestion above is to leave out getting the image intent name/id, I would suggest hiding this button as well for now. Perhaps just hiding the entire action button wrapper for physical measurements."
"2022-11-11 07:39:25.520018+00","As mentioned in my other comment, I would suggest removing these changes for distribution stats/chart data. It is reaching outside the scope of this ticket and is actually not necessary if we pipe the data properly."
"2022-11-11 07:39:25.73195+00","In our move of naming conventions, we have not only removed the method description for this method, but we have also replaced with an extra empty line."
"2022-11-11 07:39:25.818898+00","We are again letting the scope of this story creep. Why can't we just leave this method and the type above as is considering we are hiding the button that would trigger this anyways? It should never be the case that we can trigger this method for a physical measurement yet."
"2022-11-11 07:39:26.695622+00","FYI, this entire line fits on a single line, but also there is an unnecessary space that has been added in front of `async`"
"2022-11-11 07:39:28.868064+00","Lines 285 - 294 can be removed."
"2022-11-11 07:39:28.923255+00","We can drop this for now. Note we added a typing here, but aren't actually requesting this as part of the query (i.e. we added code that isn't being used yet)."
"2022-11-11 07:43:26.564174+00","```suggestion truck_over_maximum_speed? = total_speed > 80 and vehicle.is_truck?  if truck_over_maximum_speed?, do: create_speed_ticket() ``` Should this also have a trailing question mark?"
"2022-11-11 07:43:45.449803+00","OK, looks like host.docker.internal is incorrect for Linux. There is also a separate EXECUTOR_FRONTEND_URL in sg.config.yaml, so unsure if this is needed...  https://github.com/sourcegraph/sourcegraph/blob/086462a2486bf127ae82ef0bb78513578f1a70f5/doc/admin/external_service/src_serve_git.md?plain=1#L37"
"2022-11-11 07:49:17.974279+00","```suggestion   # credo:disable-for-lines:<count> ``` You need to actually put a number here, not just count"
"2022-11-11 07:44:51.240735+00","It appears we have also lost the feature flag check we added in (this PR)[https://github.com/dfxmachina/frontend/pull/2606]. Please make sure it is added back appropriately. We should not be showing any auto measure features as long as the feature flag equals `ignore`"
"2022-11-11 07:53:18.496051+00","> If I recall it right, you mentioned that it would be a good practice for me to get the histogram data so I thought it would be okay but did not realize how big the PR has gotten.  As I mentioned, `I thought it made sense to look at what was going on for future reference`. In this case, ""looking"" would be just to follow the different pieces along as they get the data and flow it to the distribution chart considering we are somewhat poking around the same code. I definitely mentioned as well that it was not going to be the same way we need to implement it considering we already had the stats. As mentioned in a number of my comments below, by going down this path, we have allowed another story to scope creep."
"2022-11-11 07:56:02.411211+00","Should this TODO be removed? I think `warn` is better here"
"2022-11-11 07:56:02.470156+00","let's use scoped `logger` which is defined in the beginning of the function"
"2022-11-11 07:56:02.472492+00","this log will be spammy, I wouldn't add it"
"2022-11-11 07:56:02.66506+00","this log will be spammy, I wouldn't add it"
"2022-11-11 07:56:04.302654+00","when there is an error during getting `lastFetched`, we can get a zero-valued `Time`. in this case we won't update the repo, is it an expected behaviour?"
"2022-11-11 07:56:04.449058+00","alternative version suggestion:  ```suggestion 	// We compare all fields because we don't expect any changes ```"
"2022-11-11 07:56:02.643367+00","lil typo fix  ```suggestion 		// Perform a fresh repo update only if the current time is beyond the threshold ```"
"2022-11-11 07:56:03.209227+00","`repoLastFetched`'s documentation says: `This breaks on file systems that do not record mtime and if Git ever changes this undocumented behavior.`  Do you think it is a good thing to make this change if we know that it will brake on some file systems?"
"2022-11-11 07:56:03.264722+00","```suggestion 	// Create a new request with the Since interval set to a long duration to verify that the ```  probably?"
"2022-11-11 07:56:03.350224+00","this looks redundant, we have already set this value above"
"2022-11-11 07:56:04.222854+00","I would move `repoLastFetched` call before the `if !repoCloned(dir) && !s.skipCloneForTests` so that we don't call it two times instead of one."
"2022-11-11 07:56:05.140367+00","this value doesn't seem to be changed by your test 🤔 "
"2022-11-11 08:00:35.352486+00","We can also make isntance_id required and remove client_id from required field in the DB constraint"
"2022-11-11 08:13:41.442496+00","```suggestion import graphiql from 'graphiql' ```"
"2022-11-11 09:23:19.634366+00","@tristantreb forgot to add non_null here: ```suggestion field :internal_id, non_null(:integer) do ``` Created a [linear issue](https://linear.app/gitstart/issue/ENG-1467/make-instanceinternalid-non-null) for this"
"2022-11-11 08:05:55.422691+00","yes you are right, the two steps should switch order due to dependency  when we onboard a new instance from an existing client, we will need to add the leads to the Client-GitHub Team so they can slice the client repo "
"2022-11-11 08:08:21.356928+00","Hi, @phunguyenmurcul I added `target=""_blank""` here, IMO it's weird to replace the current window with the doc link since you might want to see the doc to help with the query. I would leave a comment on the client's end about this also once pushed.  Do you see some potential issues with it?"
"2022-11-11 08:13:41.450006+00","```suggestion                 <ButtonLink to=""/help/api/graphql"" variant=""link""> ``` IMO we don't need to add `target=""_blank""` since we already don't have it for a long long time :D "
"2022-11-11 08:18:45.636711+00","Sure, although I think it's a nice addition here, would remove it now, but also suggest it to the client on PR in case it's found beneficial."
"2022-11-11 08:21:07.237279+00","> Is there any reason why this wasn't done via a fragment?  Making it a fragment means I would bloat the TicketsList view queries (Actionable and All tickets) with something that might not be needed 90% of the time. It is only needed when the user is a lead and that lead needs to create a ticket. I expect most users to go to the TicketsList views to get to a ticket, not create a ticket.  > are these all instances? or instances that the user is allowed to create a ticket for?  Only the instances that the user has access to/can create tickets for."
"2022-11-11 08:21:55.587136+00","This may have been two different typos :)   https://en.wiktionary.org/wiki/iff  Should change either to what you suggested or leave ""iff"" and remove ""only"""
"2022-11-11 08:34:32.225524+00","Then we wouldn't get any emails from outside. This setting is meant to allow who can send emails to this email address"
"2022-11-11 08:30:29.964498+00","By creating `Ticket_ticket` as a fragment I can make the `createTicket` mutation payload return a payload that also matches `Ticket_ticket` (by spreading that fragment) and can directly redirect to the ticket view and all information necessary to render the view is already loaded in the Relay store.  The other solution is to manually keep both the `createTicket` mutation payload and the TicketViewQuery in sync, which is really hard to do. Or don't keep it in sync and the store might not have everything necessary to render the Ticket view, so rendering is delayed until the network request for the TicketViewQuery is complete."
"2022-11-11 08:22:31.089264+00","It's more readable in the jsx as the field is a dropdown, where the label is the name of the instance, and the value is the id of the instance."
"2022-11-11 08:54:31.421837+00","I'd rather keep it explicit to 1 or whatever Enum.count returns here. Being explicit is better here and more likely to catch breaking changes"
"2022-11-11 08:55:39.473505+00","Hi @valerybugakov just a thought. Would it be beneficial to target this link to a blank tab (target=""_blank"") instead of replacing the active tab? since user might want to see doc in this context as a reference to ongoing operations on api/console page."
"2022-11-11 09:01:20.546218+00","Please include the whole latest version and not just `uploadedAt`"
"2022-11-11 09:02:54.762839+00","@sheldon-welinga I think it was added as `latestVersion` below you can see it."
"2022-11-11 09:07:33.016486+00","Yeah they are exposed in that link, but that is a non-editable and non-alertable grafana. Our own grafana on `https://equanimity-grafana.fly.dev` does not have host metrics dashboards, whereas our own prod grafana at `https://equanimity-grafana-prod.fly.dev` does have host metrics dashboards. I don't know why this is the case"
"2022-11-11 09:07:34.056585+00","more like `both Fly.io and Appsignal do`. They both collect host metrics while PromEx only collects metrics related to the elixir application"
"2022-11-11 09:07:35.96248+00","I configured a memory usage alert as well in appsignal. I just set it to greater than 80% for now as per what I wrote in this spec. It definitely was easier to do than writing PromQL in grafana. That's partly why I think alerts in appsignal while monitoring for more detailed metrics in Grafana might be a good fit for us, as the metrics appsignal has is rather immature compared to grafana right now"
"2022-11-11 09:07:38.0023+00","I only really enabled this alert for now because it was a suggested alert from Appsignal. I'm not sure we can hit it ever if we already have an alert for normal memory and we just scale everytime"
"2022-11-11 09:12:58.415101+00","We could extract this number into a constant (e.g., `MAX_VISIBLE_ORGS`) to make it more explicit and easier to tweak in the future."
"2022-11-11 09:17:23.225518+00","never mind my second comment -- we need to read it again anyway because last fetched is updated after repo sync.  this way, I feel stronger about not implementing this change because we increase disk pressure (and add disk reading latency) by the factor of 2 in this case."
"2022-11-11 09:22:38.339228+00","Is `useCallback` required here to fix a performance issue? "
"2022-11-11 09:22:38.456419+00","I see that these changes are a copy-paste from the previous version, but I cannot understand the reason for having a `condition({})` statement here. It seems that passing an empty object there instead of the `Context` makes this condition redundant. What do you think?"
"2022-11-11 09:22:38.061529+00","It looks like the return type can be inferred by TS here.  ```suggestion     const collapseMobileSidebar = useCallback(() => setIsMobileExpanded(false), []) ```"
"2022-11-11 09:29:49.762227+00","@gitstart-sourcegraph, I agree. I'll float this idea in our Slack and get back to you after that so we can change it in a follow-up PR."
"2022-11-11 09:34:47.131466+00","Let's create a separate CSS module for the new component."
"2022-11-11 09:42:31.096026+00","We also sync permissions based on repositories, see method [`syncRepoPerms`](https://sourcegraph.com/github.com/sourcegraph/sourcegraph/-/blob/enterprise/cmd/repo-updater/internal/authz/perms_syncer.go?L715)  Should we extend this type to include that as well? E.g. something like: ```suggestion type PermsResults struct { 	repoIDs      []uint32 	userIDs      []uint32 	subRepoPerms map[api.ExternalRepoSpec]*authz.SubRepoPermissions } ```"
"2022-11-11 09:47:16.602526+00","Opted for first option"
"2022-11-11 10:15:20.156531+00","```suggestion ```"
"2022-11-11 10:17:04.128034+00","Oops. I was mutating `updateReq` earlier in the test and then edited it. Forgot to remove this bit after that. 🤦🏽‍♂️"
"2022-11-11 10:17:53.222492+00","Left over after I edited the code around the test. Forgot to fix this. 🤦‍♂️"
"2022-11-11 10:25:35.179264+00","```suggestion ```"
"2022-11-11 10:27:09.111783+00","```suggestion Given the project requirements and decision drivers, Phoenix LiveView is the best option out of ```"
"2022-11-11 10:28:19.692549+00","Done @jonathan-yee "
"2022-11-11 10:34:02.62149+00","Let's loop in @rlopzc as well."
"2022-11-11 10:34:02.632501+00","Should we also consider LiveBook?"
"2022-11-11 10:34:03.392486+00","Let's avoid acronyms."
"2022-11-11 10:36:52.61794+00","we can probably remove this now. the only reason I moved it to alerts was so that shard timeout errors would be retried. now they live in their own other error that will be retried too (and we return before we look at alerts anyway)"
"2022-11-11 10:38:07.949096+00","This Context section sounds like it's missing some context. How did we decide we need to build an app? It sounds like a given here. I might know the answer, but not everyone reading it does.   Community ops do need to approve leaves, but we also know that we'll likely to support other management features, like ... promoting devs, changing roles, etc.  If there are more, they will play an important role in the decision drivers, namely scalability. With that in mind, what other (immediate) requirements can we foresee?  "
"2022-11-11 10:38:27.188029+00","interesting thank you. I'll add this to the oob migration development docs too"
"2022-11-11 10:40:32.312481+00","An unfamiliar reader would want to know - what is LiveView?   And how do these two options address the decision drivers mentioned above? How would we know LiveView is ""simpler"" than a new frontend app? "
"2022-11-11 10:55:29.430138+00","Yep, was going for `iff` here. Should remove the preceding `only`. 👍 "
"2022-11-11 10:58:07.476978+00","Yes, the purpose of the function has changed and I did not rename it"
"2022-11-11 11:03:06.662471+00","I think we can drop this comment. ```suggestion ```"
"2022-11-11 11:03:06.830954+00","jsdoc format: ```suggestion      * Renders the automation success message. ```"
"2022-11-11 11:03:07.905231+00","nitpick: Why don't we rename this to just `allPoints`?"
"2022-11-11 11:03:07.912473+00","Let's just have the comment about merging the points. ```suggestion                 // Merge all the points ```"
"2022-11-11 11:03:06.902489+00","This comment doesn't describe this property accurately. Let's try: ```suggestion      * The list of photo ids that were skipped. ```"
"2022-11-11 11:03:10.471916+00","nitpick:  ```suggestion             // If the user clicked the ""skip"" button, add Photo id to memory ```"
"2022-11-11 11:03:10.46222+00","Still need to fix indentation here."
"2022-11-11 11:17:44.935798+00","> This Context section sounds like it's missing some context. How did we decide we need to build an app? It sounds like a given here. I might know the answer, but not everyone reading it does.  Thanks for the feedback! I'm adding some more context.  > If there are more, they will play an important role in the decision drivers, namely scalability. With that in mind, what other (immediate) requirements can we foresee?  Do you foresee any changes in terms of traffic or amount of data being transferred with the new features? I didn't list scalability as a decision driver since this admin panel won't be accessed by many users or have a high rate of interaction."
"2022-11-11 11:19:48.440114+00","Thanks for the feedback! I'll add more context to the list of considered options"
"2022-11-11 11:26:34.842471+00","Do we need that? Chromatic screenshots are expensive so we generally only enable them for important core components"
"2022-11-11 11:27:31.584648+00","I didn't know about it, glad that you mentioned this! Will remove "
"2022-11-11 11:28:45.882484+00","why remove type?"
"2022-11-11 11:44:23.029332+00","I think it's more about Extensibility rather than Scalability."
"2022-11-11 11:45:02.602825+00","Modules should have a @moduledoc tag."
"2022-11-11 11:45:02.684215+00","Can we just return `map()`"
"2022-11-11 11:45:02.922481+00","Same  here"
"2022-11-11 11:45:03.482568+00","This is supposed to be a wrapper around `get_github_app_creds` "
"2022-11-11 11:56:08.037787+00","Drive by comment: I think a `sg` command, such as `sg cloud sign-site-config` or something, is better than having these scripts lying around in subfolders."
"2022-11-11 11:56:37.706627+00","Okay "
"2022-11-11 11:57:12.496376+00","Is it necessary to wrap the `ctx` again and again with each iteration of the loop?"
"2022-11-11 11:58:31.046152+00","Probably not, I'll prepare a fix"
"2022-11-11 12:01:44.290166+00","Also, I think there's potentially a shadowing issue here since we're changing the value of `ctx` outside of the closure."
"2022-11-11 12:08:01.929298+00","Why do we need this class name added?"
"2022-11-11 12:16:57.219898+00","Oooh thanks, let me clean this up"
"2022-11-11 12:19:15.299705+00","+1  I think we can also consider adding the customer/instance name to the payload that we sign. That way it would be ~impossible~harder to use config from a wrong instance if we also add a check for it on the read path."
"2022-11-11 12:19:15.395319+00","This check is repeated twice. I think we can consider writing a function on the cloud site config, e.g. something like `cloudSiteConfig.SGOperatorAuthDefined()` or similar "
"2022-11-11 12:19:17.521978+00","Is this comment still valid? If yes, can we explain why this mock makes it impossible to run parallel tests?"
"2022-11-11 12:29:42.422044+00","What is this part achieving? I think we are supposed to skip if they are not numbers - You can have a look at the second approach"
"2022-11-11 12:29:42.422132+00","We can use the check that was used in the second function on the attached resource. It is more readable"
"2022-11-11 13:23:04.329321+00","@jonathan-yee the essence of passing this `source` prop is to determine the page where the chart is being used. There is a `page` prop available already but we're not sure of the best way to check that the chart is on the `Relationships page`.  A solution we thought to implement was to get the `path` from the `currentPathInfo` using `deps.router` and check against `Pages.RELATIONSHIPS` and `Pages.RELATIONSHIPS_SNAPSHOT` to determine the page and then store the name in a new class property when the chart loads. But we went with the source prop since it requires just passing the name of the page directly.  Do you think either of the approaches above make sense or you'd prefer another implementation?"
"2022-11-11 12:29:42.48253+00","Removing duplicates is outside the scope of the function. It can be done outside if it is desired."
"2022-11-11 12:29:42.505897+00","We can add some documentation to the function and a link to where we got it from."
"2022-11-11 12:33:19.197561+00","@collinewait  this function is used only in this component so i think so should not be a problem "
"2022-11-11 12:34:40.468267+00","How does app signal access memory metrics?  I was confused between Fly.io, AppSignal and Grafana 😅 "
"2022-11-11 12:50:11.232324+00","I don't see any write to `providerStates` in this method. Do you plan to add it?"
"2022-11-11 12:50:11.309936+00","I think we should extend this check to log a potential error in `providerStates` that could be there even if we do not have `err` returned from the sync. Otherwise we would still potentially swallow a provider error."
"2022-11-11 12:57:09.156683+00","Should we add a log.Debug statement that would give us the provider states even if there is no error? E.g. something like `""All providers succeeded""`?"
"2022-11-11 12:59:55.544652+00","```suggestion      * Renders the automation success message. ```"
"2022-11-11 13:24:25.962913+00","> repoLastFetched's documentation says: > This breaks on file systems that do not record mtime and if Git ever changes this undocumented behavior. >  > Do you think it is a good thing to make this change if we know that it will brake on some file systems?  Overall I'm not too worried about this at the moment because we are currently using the same function to set the last fetched time [here](https://sourcegraph.com/github.com/sourcegraph/sourcegraph/-/blob/cmd/gitserver/server/server.go?L1930-1948) which ultimately writes to the DB. So if this breaks in the future we will have big problems anyway.   Maybe adding a metric to track this and an alert might be a good idea to guard against that scenario in the future though. What do you think about that? "
"2022-11-11 13:36:04.942114+00","I personally pass these things in independently, dont need to instantiate a service if we're not using it. Minor nit though, so w/e"
"2022-11-11 13:36:19.912487+00","Ah im assuming this is related to the stores being internal?"
"2022-11-11 13:44:43.450857+00","so good!"
"2022-11-11 13:44:43.560108+00","I must say that I massively dislike this notation. Not your fault ofc, but I have to cry out loud 😢  Did we ever figure out why the screenreader reads these things so weirdly? "
"2022-11-11 13:53:29.77899+00","Updated in both."
"2022-11-11 13:53:52.760713+00","let's please `logger.info` this and the generated array below for debugging and observability purposes"
"2022-11-11 13:56:14.422471+00","TODO: check if still relevant"
"2022-11-11 13:56:34.986887+00","Passing in the weird repo name is.. weird.  Maybe we can have two versions of `do`? One that takes a repo and another that doesn't?   The one that that doesn't can just pass an empty string to the other.  Also, see the comment above ""do""? Maybe we can remove the ""GET"" param as it's always the same"
"2022-11-11 14:09:00.876378+00","You'll want to add scip-ruby to the array in this sh script as well to keep it up to date."
"2022-11-11 13:56:57.932485+00","TODO: think of a better name and comment"
"2022-11-11 13:57:27.940778+00","Agree. The fake repo-name is more confusing than the previously duplicated code, IMHO"
"2022-11-11 13:58:08.239639+00","TODO: - think of a more efficient way to get the code cell (e.g., know the code cell selector in advance?) - add comment"
"2022-11-11 13:58:29.21881+00","```suggestion         selector: getPermalinkSelector(), ```"
"2022-11-11 13:59:12.192472+00","```suggestion     const permalink = document.querySelector<HTMLAnchorElement>(selector) ``` Handle not existing selector appropriately"
"2022-11-11 14:05:08.380094+00","we cant change this to `!!bookingsToday.length &&` and remove `: null`?"
"2022-11-11 14:05:12.344108+00","I began with an empty string (repo name), but then changed it. I can either pass an empty string to trace attribute, or just in this case remove this attribute altogether.  About ""GET"": I'll remove this input argument 👍🏻  WDYT? @ryanslade @mrnugget "
"2022-11-11 14:19:10.528101+00","I think if the string is missing then don't add it as an attribute"
"2022-11-11 14:21:28.122503+00","@slimsag This might be a problem in particular for cmd/server (as we'll never cleanup certain types of files and we'll fill up the disk).  Before merging I'd suggest that we implement a background routine (in the shared upload handler package) that scans the bucket for things older than some configurable age. We might want to have an additional envvar to disable this in the case that they set up S3 to do it itself when they provisioned it.  Let me know if you want me to whip something up there (can do that in a parallel branch)."
"2022-11-11 14:30:12.513828+00","you already own a lot of things, if you'd like I can take ownership of this one so you don't have to "
"2022-11-11 14:32:12.820897+00","yes, that worked"
"2022-11-11 14:32:40.405119+00","Only because it is a Friday afternoon, I'll give you my coding competition version :P Please ignore, more just fun for me to write.  ```go maxIdx := 0 for i := 1; i < n; i++ {   if fm[i].Score > fm[maxIdx].Score {     maxIdx = i   } }  for maxIdx > 0 {   fm[maxIdx-1], fm[maxIdx] = fm[maxIdx], fm[maxIdx-1]   maxIdx-- } ```"
"2022-11-11 14:32:54.692804+00","@Strum355 do you plan to tackle making the metrics reporters consistent across services the way you think is best?"
"2022-11-11 14:33:57.874603+00","Not sure if youre referencing something more general than Im thinking here, the ones named here should be back with the jobs that theyre related to (where they originally were), while this job should be only for executor push metrics as it was originally"
"2022-11-11 14:34:23.561521+00","I think it would also be good to include something about the number of design attempts and number of reviews. That way users can understand if the first and last values being the same are because there was only one attempt, or because the same users did the first/last reviews/designs"
"2022-11-11 14:34:24.811732+00","I agree it's the #1 source -- and to be honest, we should be fixing it upstream. The root cause isn't retry -- it's the GPU bug. Regardless, I have already turned off filtering for this in Sentry as it's the largest source of errors in the entire company for Sentry. This doesn't mean we won't fix it -- we just haven't actioned on it in months and so it's not a productive to keep as `Error` vs `Warning`."
